Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
7.59,72.770282,813.09583,266.76703,0,0.59897119,0.033861593,0.15890865,0.070721085,0.26111878,2.246977,8.9360494,0.00079974346
7.591,72.505396,812.64827,266.62026,0,0.59881237,0.033790893,0.15882257,0.070699681,0.2609901,2.2464397,8.9362093,0.00079948711
7.592,72.240701,812.20103,266.4736,0,0.59865364,0.033720215,0.15873655,0.070678287,0.2608615,2.2459026,8.9363692,0.00079923088
7.593,71.976196,811.7541,266.32704,0,0.59849498,0.033649558,0.15865059,0.070656903,0.26073298,2.2453657,8.936529,0.00079897478
7.594,71.711881,811.30747,266.18059,0,0.59833642,0.033578922,0.15856469,0.070635529,0.26060455,2.244829,8.9366887,0.0007987188
7.595,71.447755,810.86116,266.03424,0,0.59817794,0.033508308,0.15847885,0.070614164,0.26047621,2.2442926,8.9368484,0.00079846295
7.596,71.18382,810.41516,265.888,0,0.59801955,0.033437715,0.15839306,0.070592809,0.26034794,2.2437563,8.937008,0.00079820721
7.597,70.920073,809.96947,265.74186,0,0.59786124,0.033367144,0.15830734,0.070571464,0.26021976,2.2432203,8.9371676,0.00079795161
7.598,70.656516,809.52408,265.59583,0,0.59770302,0.033296594,0.15822167,0.070550129,0.26009167,2.2426844,8.9373272,0.00079769612
7.599,70.393149,809.07901,265.4499,0,0.59754488,0.033226065,0.15813607,0.070528803,0.25996366,2.2421488,8.9374867,0.00079744076
7.6,70.12997,808.63425,265.30408,0,0.59738683,0.033155557,0.15805052,0.070507487,0.25983573,2.2416134,8.9376461,0.00079718552
7.601,69.86698,808.1898,265.15837,0,0.59722887,0.033085071,0.15796504,0.07048618,0.25970789,2.2410781,8.9378055,0.00079693041
7.602,69.604179,807.74565,265.01276,0,0.59707099,0.033014606,0.15787961,0.070464884,0.25958013,2.2405431,8.9379648,0.00079667541
7.603,69.341567,807.30181,264.86725,0,0.59691319,0.032944163,0.15779424,0.070443597,0.25945246,2.2400083,8.9381241,0.00079642054
7.604,69.079143,806.85829,264.72185,0,0.59675548,0.03287374,0.15770893,0.070422319,0.25932487,2.2394737,8.9382833,0.0007961658
7.605,68.816907,806.41507,264.57655,0,0.59659786,0.032803339,0.15762368,0.070401052,0.25919736,2.2389393,8.9384425,0.00079591117
7.606,68.55486,805.97215,264.43136,0,0.59644032,0.032732959,0.15753849,0.070379793,0.25906994,2.2384051,8.9386017,0.00079565667
7.607,68.293,805.52955,264.28627,0,0.59628287,0.032662601,0.15745336,0.070358545,0.2589426,2.2378712,8.9387607,0.00079540229
7.608,68.031329,805.08725,264.14129,0,0.5961255,0.032592264,0.15736829,0.070337306,0.25881534,2.2373374,8.9389198,0.00079514804
7.609,67.769845,804.64526,263.99641,0,0.59596822,0.032521947,0.15728327,0.070316077,0.25868817,2.2368038,8.9390787,0.00079489391
7.61,67.508549,804.20358,263.85164,0,0.59581102,0.032451653,0.15719831,0.070294858,0.25856108,2.2362705,8.9392377,0.0007946399
7.611,67.24744,803.76221,263.70697,0,0.59565391,0.032381379,0.15711342,0.070273648,0.25843408,2.2357373,8.9393966,0.00079438601
7.612,66.986518,803.32114,263.56241,0,0.59549688,0.032311127,0.15702858,0.070252447,0.25830716,2.2352044,8.9395554,0.00079413224
7.613,66.725783,802.88037,263.41794,0,0.59533993,0.032240895,0.1569438,0.070231257,0.25818032,2.2346716,8.9397142,0.0007938786
7.614,66.465236,802.43992,263.27359,0,0.59518307,0.032170685,0.15685908,0.070210076,0.25805356,2.2341391,8.9398729,0.00079362508
7.615,66.204875,801.99977,263.12933,0,0.5950263,0.032100496,0.15677441,0.070188904,0.25792689,2.2336068,8.9400316,0.00079337168
7.616,65.944701,801.55992,262.98518,0,0.59486961,0.032030329,0.15668981,0.070167743,0.2578003,2.2330747,8.9401902,0.0007931184
7.617,65.684714,801.12038,262.84114,0,0.594713,0.031960182,0.15660526,0.070146591,0.25767379,2.2325428,8.9403487,0.00079286525
7.618,65.424913,800.68115,262.6972,0,0.59455648,0.031890057,0.15652078,0.070125448,0.25754737,2.2320111,8.9405073,0.00079261222
7.619,65.165298,800.24222,262.55336,0,0.59440005,0.031819952,0.15643635,0.070104315,0.25742103,2.2314796,8.9406657,0.00079235931
7.62,64.905869,799.80359,262.40962,0,0.5942437,0.031749869,0.15635198,0.070083192,0.25729477,2.2309483,8.9408242,0.00079210652
7.621,64.646626,799.36527,262.26599,0,0.59408743,0.031679807,0.15626766,0.070062078,0.2571686,2.2304172,8.9409825,0.00079185385
7.622,64.387569,798.92725,262.12246,0,0.59393124,0.031609766,0.15618341,0.070040974,0.2570425,2.2298863,8.9411409,0.0007916013
7.623,64.128698,798.48954,261.97904,0,0.59377515,0.031539746,0.15609921,0.070019879,0.25691649,2.2293556,8.9412991,0.00079134888
7.624,63.870012,798.05213,261.83572,0,0.59361913,0.031469747,0.15601507,0.069998794,0.25679057,2.2288252,8.9414573,0.00079109658
7.625,63.611511,797.61503,261.6925,0,0.5934632,0.03139977,0.15593099,0.069977718,0.25666472,2.2282949,8.9416155,0.0007908444
7.626,63.353196,797.17822,261.54938,0,0.59330735,0.031329813,0.15584697,0.069956652,0.25653896,2.2277649,8.9417736,0.00079059234
7.627,63.095066,796.74173,261.40637,0,0.59315159,0.031259877,0.15576301,0.069935596,0.25641328,2.227235,8.9419317,0.0007903404
7.628,62.83712,796.30553,261.26346,0,0.59299591,0.031189963,0.1556791,0.069914549,0.25628768,2.2267054,8.9420897,0.00079008858
7.629,62.57936,795.86963,261.12065,0,0.59284032,0.031120069,0.15559525,0.069893512,0.25616217,2.2261759,8.9422477,0.00078983689
7.63,62.321784,795.43404,260.97795,0,0.5926848,0.031050197,0.15551146,0.069872484,0.25603674,2.2256467,8.9424056,0.00078958531
7.631,62.064392,794.99875,260.83535,0,0.59252938,0.030980345,0.15542773,0.069851466,0.25591139,2.2251177,8.9425635,0.00078933386
7.632,61.807185,794.56377,260.69285,0,0.59237403,0.030910515,0.15534406,0.069830457,0.25578612,2.2245888,8.9427213,0.00078908253
7.633,61.550162,794.12908,260.55045,0,0.59221877,0.030840705,0.15526044,0.069809458,0.25566093,2.2240602,8.9428791,0.00078883132
7.634,61.293324,793.6947,260.40816,0,0.59206359,0.030770917,0.15517688,0.069788468,0.25553583,2.2235318,8.9430368,0.00078858023
7.635,61.036669,793.26061,260.26596,0,0.5919085,0.030701149,0.15509338,0.069767488,0.2554108,2.2230036,8.9431944,0.00078832926
7.636,60.780197,792.82683,260.12387,0,0.59175349,0.030631403,0.15500993,0.069746517,0.25528586,2.2224756,8.943352,0.00078807841
7.637,60.52391,792.39335,259.98189,0,0.59159856,0.030561677,0.15492655,0.069725556,0.25516101,2.2219478,8.9435096,0.00078782768
7.638,60.267806,791.96017,259.84,0,0.59144372,0.030491973,0.15484322,0.069704605,0.25503623,2.2214202,8.9436671,0.00078757707
7.639,60.011885,791.52729,259.69822,0,0.59128896,0.030422289,0.15475995,0.069683663,0.25491153,2.2208928,8.9438246,0.00078732658
7.64,59.756147,791.09471,259.55653,0,0.59113428,0.030352626,0.15467673,0.06966273,0.25478692,2.2203656,8.943982,0.00078707622
7.641,59.500592,790.66242,259.41495,0,0.59097969,0.030282985,0.15459357,0.069641807,0.25466239,2.2198386,8.9441394,0.00078682597
7.642,59.245221,790.23044,259.27347,0,0.59082518,0.030213364,0.15451047,0.069620893,0.25453794,2.2193119,8.9442967,0.00078657584
7.643,58.990032,789.79876,259.1321,0,0.59067075,0.030143764,0.15442743,0.069599989,0.25441357,2.2187853,8.944454,0.00078632584
7.644,58.735025,789.36738,258.99082,0,0.59051641,0.030074185,0.15434445,0.069579094,0.25428928,2.2182589,8.9446112,0.00078607595
7.645,58.480201,788.93629,258.84965,0,0.59036215,0.030004626,0.15426152,0.069558209,0.25416508,2.2177328,8.9447683,0.00078582619
7.646,58.22556,788.50551,258.70858,0,0.59020797,0.029935089,0.15417865,0.069537333,0.25404095,2.2172068,8.9449255,0.00078557654
7.647,57.9711,788.07502,258.5676,0,0.59005387,0.029865573,0.15409583,0.069516467,0.25391691,2.216681,8.9450825,0.00078532702
7.648,57.716823,787.64483,258.42673,0,0.58989986,0.029796077,0.15401308,0.06949561,0.25379295,2.2161555,8.9452395,0.00078507761
7.649,57.462727,787.21494,258.28596,0,0.58974593,0.029726602,0.15393038,0.069474762,0.25366907,2.2156301,8.9453965,0.00078482833
7.65,57.208813,786.78535,258.1453,0,0.58959208,0.029657148,0.15384773,0.069453924,0.25354527,2.215105,8.9455534,0.00078457916
7.651,56.955081,786.35605,258.00473,0,0.58943832,0.029587715,0.15376515,0.069433096,0.25342155,2.21458,8.9457103,0.00078433011
7.652,56.70153,785.92705,257.86426,0,0.58928463,0.029518303,0.15368262,0.069412277,0.25329791,2.2140553,8.9458671,0.00078408119
7.653,56.44816,785.49835,257.7239,0,0.58913103,0.029448911,0.15360015,0.069391467,0.25317436,2.2135308,8.9460239,0.00078383238
7.654,56.194972,785.06995,257.58363,0,0.58897752,0.029379541,0.15351773,0.069370667,0.25305088,2.2130064,8.9461806,0.00078358369
7.655,55.941965,784.64184,257.44347,0,0.58882408,0.029310191,0.15343537,0.069349876,0.25292748,2.2124823,8.9463372,0.00078333513
7.656,55.689138,784.21403,257.30341,0,0.58867073,0.029240862,0.15335307,0.069329094,0.25280417,2.2119584,8.9464939,0.00078308668
7.657,55.436492,783.78651,257.16345,0,0.58851746,0.029171553,0.15327082,0.069308322,0.25268094,2.2114346,8.9466504,0.00078283835
7.658,55.184027,783.35929,257.02358,0,0.58836427,0.029102266,0.15318864,0.06928756,0.25255778,2.2109111,8.946807,0.00078259014
7.659,54.931742,782.93237,256.88382,0,0.58821116,0.029032999,0.1531065,0.069266807,0.25243471,2.2103878,8.9469634,0.00078234205
7.66,54.679638,782.50574,256.74416,0,0.58805814,0.028963753,0.15302443,0.069246063,0.25231172,2.2098647,8.9471198,0.00078209408
7.661,54.427714,782.07941,256.6046,0,0.58790519,0.028894528,0.15294241,0.069225328,0.25218881,2.2093418,8.9472762,0.00078184622
7.662,54.175969,781.65337,256.46514,0,0.58775233,0.028825323,0.15286045,0.069204603,0.25206598,2.208819,8.9474325,0.00078159849
7.663,53.924405,781.22763,256.32578,0,0.58759956,0.028756139,0.15277854,0.069183887,0.25194323,2.2082965,8.9475888,0.00078135088
7.664,53.67302,780.80218,256.18651,0,0.58744686,0.028686976,0.15269669,0.069163181,0.25182056,2.2077742,8.947745,0.00078110338
7.665,53.421815,780.37703,256.04735,0,0.58729424,0.028617834,0.15261489,0.069142484,0.25169797,2.2072521,8.9479012,0.000780856
7.666,53.170789,779.95216,255.90829,0,0.58714171,0.028548712,0.15253316,0.069121797,0.25157546,2.2067302,8.9480573,0.00078060874
7.667,52.919943,779.5276,255.76933,0,0.58698926,0.028479611,0.15245148,0.069101118,0.25145303,2.2062085,8.9482134,0.0007803616
7.668,52.669276,779.10333,255.63047,0,0.58683689,0.02841053,0.15236985,0.069080449,0.25133068,2.205687,8.9483694,0.00078011458
7.669,52.418787,778.67935,255.4917,0,0.5866846,0.02834147,0.15228828,0.06905979,0.25120841,2.2051657,8.9485254,0.00077986768
7.67,52.168478,778.25566,255.35304,0,0.58653239,0.028272431,0.15220677,0.06903914,0.25108622,2.2046446,8.9486813,0.0007796209
7.671,51.918347,777.83227,255.21448,0,0.58638027,0.028203413,0.15212531,0.069018499,0.25096411,2.2041237,8.9488372,0.00077937423
7.672,51.668395,777.40917,255.07601,0,0.58622823,0.028134415,0.15204391,0.068997867,0.25084208,2.203603,8.948993,0.00077912768
7.673,51.418622,776.98636,254.93765,0,0.58607626,0.028065438,0.15196256,0.068977245,0.25072013,2.2030825,8.9491488,0.00077888125
7.674,51.169027,776.56384,254.79938,0,0.58592438,0.027996481,0.15188128,0.068956632,0.25059825,2.2025623,8.9493045,0.00077863494
7.675,50.91961,776.14162,254.66121,0,0.58577258,0.027927545,0.15180004,0.068936029,0.25047646,2.2020422,8.9494602,0.00077838875
7.676,50.67037,775.71969,254.52314,0,0.58562086,0.02785863,0.15171886,0.068915435,0.25035475,2.2015223,8.9496158,0.00077814267
7.677,50.421309,775.29805,254.38518,0,0.58546922,0.027789735,0.15163774,0.06889485,0.25023312,2.2010026,8.9497714,0.00077789672
7.678,50.172426,774.8767,254.2473,0,0.58531767,0.02772086,0.15155668,0.068874274,0.25011157,2.2004831,8.9499269,0.00077765088
7.679,49.92372,774.45564,254.10953,0,0.58516619,0.027652007,0.15147567,0.068853708,0.24999009,2.1999638,8.9500824,0.00077740516
7.68,49.675192,774.03488,253.97186,0,0.5850148,0.027583174,0.15139471,0.068833151,0.2498687,2.1994447,8.9502378,0.00077715955
7.681,49.426841,773.6144,253.83429,0,0.58486348,0.027514361,0.15131381,0.068812603,0.24974739,2.1989259,8.9503932,0.00077691407
7.682,49.178667,773.19422,253.69681,0,0.58471225,0.027445569,0.15123297,0.068792065,0.24962615,2.1984072,8.9505486,0.0007766687
7.683,48.93067,772.77432,253.55943,0,0.5845611,0.027376797,0.15115218,0.068771536,0.249505,2.1978887,8.9507038,0.00077642345
7.684,48.68285,772.35472,253.42215,0,0.58441003,0.027308046,0.15107145,0.068751016,0.24938392,2.1973704,8.9508591,0.00077617832
7.685,48.435207,771.9354,253.28497,0,0.58425904,0.027239316,0.15099077,0.068730505,0.24926292,2.1968523,8.9510143,0.0007759333
7.686,48.18774,771.51638,253.14789,0,0.58410813,0.027170606,0.15091015,0.068710004,0.249142,2.1963344,8.9511694,0.0007756884
7.687,47.94045,771.09764,253.01091,0,0.5839573,0.027101916,0.15082958,0.068689512,0.24902116,2.1958168,8.9513245,0.00077544362
7.688,47.693336,770.6792,252.87402,0,0.58380655,0.027033247,0.15074907,0.068669029,0.2489004,2.1952993,8.9514795,0.00077519896
7.689,47.446399,770.26104,252.73723,0,0.58365588,0.026964599,0.15066861,0.068648556,0.24877972,2.194782,8.9516345,0.00077495441
7.69,47.199637,769.84317,252.60054,0,0.58350529,0.026895971,0.15058821,0.068628091,0.24865912,2.1942649,8.9517895,0.00077470998
7.691,46.953052,769.42559,252.46395,0,0.58335478,0.026827363,0.15050787,0.068607636,0.24853859,2.193748,8.9519444,0.00077446567
7.692,46.706642,769.0083,252.32745,0,0.58320436,0.026758776,0.15042758,0.068587191,0.24841815,2.1932314,8.9520992,0.00077422148
7.693,46.460408,768.5913,252.19106,0,0.58305401,0.026690209,0.15034734,0.068566754,0.24829778,2.1927149,8.952254,0.0007739774
7.694,46.214349,768.17458,252.05476,0,0.58290374,0.026621663,0.15026716,0.068546327,0.24817749,2.1921986,8.9524087,0.00077373344
7.695,45.968466,767.75815,251.91855,0,0.58275355,0.026553137,0.15018704,0.068525909,0.24805728,2.1916825,8.9525634,0.00077348959
7.696,45.722758,767.34201,251.78245,0,0.58260345,0.026484631,0.15010697,0.0685055,0.24793715,2.1911666,8.9527181,0.00077324586
7.697,45.477225,766.92616,251.64644,0,0.58245342,0.026416146,0.15002695,0.0684851,0.2478171,2.190651,8.9528727,0.00077300225
7.698,45.231867,766.51059,251.51053,0,0.58230347,0.026347682,0.14994699,0.06846471,0.24769712,2.1901355,8.9530272,0.00077275876
7.699,44.986684,766.09531,251.37472,0,0.58215361,0.026279237,0.14986708,0.068444328,0.24757723,2.1896202,8.9531817,0.00077251538
7.7,44.741675,765.68032,251.239,0,0.58200382,0.026210813,0.14978723,0.068423956,0.24745741,2.1891051,8.9533362,0.00077227212
7.701,44.496841,765.26561,251.10338,0,0.58185411,0.02614241,0.14970744,0.068403593,0.24733767,2.1885902,8.9534906,0.00077202897
7.702,44.252182,764.85119,250.96786,0,0.58170448,0.026074026,0.14962769,0.06838324,0.24721801,2.1880755,8.953645,0.00077178594
7.703,44.007696,764.43706,250.83244,0,0.58155494,0.026005664,0.14954801,0.068362895,0.24709842,2.1875611,8.9537993,0.00077154303
7.704,43.763385,764.02321,250.69711,0,0.58140547,0.025937321,0.14946837,0.06834256,0.24697892,2.1870468,8.9539535,0.00077130023
7.705,43.519248,763.60964,250.56188,0,0.58125608,0.025868999,0.1493888,0.068322234,0.24685949,2.1865327,8.9541077,0.00077105755
7.706,43.275284,763.19636,250.42674,0,0.58110677,0.025800697,0.14930927,0.068301917,0.24674014,2.1860188,8.9542619,0.00077081499
7.707,43.031495,762.78337,250.2917,0,0.58095754,0.025732415,0.1492298,0.068281609,0.24662087,2.1855051,8.954416,0.00077057254
7.708,42.787879,762.37066,250.15676,0,0.58080839,0.025664154,0.14915039,0.068261311,0.24650167,2.1849916,8.9545701,0.00077033021
7.709,42.544436,761.95824,250.02192,0,0.58065932,0.025595913,0.14907103,0.068241021,0.24638255,2.1844783,8.9547241,0.00077008799
7.71,42.301166,761.5461,249.88717,0,0.58051033,0.025527692,0.14899172,0.068220741,0.24626352,2.1839652,8.9548781,0.00076984589
7.711,42.05807,761.13424,249.75252,0,0.58036141,0.025459492,0.14891247,0.06820047,0.24614455,2.1834523,8.955032,0.00076960391
7.712,41.815147,760.72267,249.61796,0,0.58021258,0.025391311,0.14883328,0.068180208,0.24602567,2.1829396,8.9551859,0.00076936204
7.713,41.572396,760.31138,249.4835,0,0.58006383,0.025323152,0.14875413,0.068159955,0.24590686,2.1824271,8.9553397,0.00076912028
7.714,41.329819,759.90038,249.34914,0,0.57991515,0.025255012,0.14867504,0.068139711,0.24578814,2.1819148,8.9554935,0.00076887864
7.715,41.087414,759.48966,249.21487,0,0.57976656,0.025186892,0.14859601,0.068119477,0.24566948,2.1814027,8.9556472,0.00076863712
7.716,40.845181,759.07922,249.0807,0,0.57961804,0.025118793,0.14851703,0.068099251,0.24555091,2.1808908,8.9558009,0.00076839571
7.717,40.603121,758.66906,248.94662,0,0.5794696,0.025050714,0.1484381,0.068079035,0.24543241,2.1803791,8.9559545,0.00076815442
7.718,40.361233,758.25919,248.81264,0,0.57932124,0.024982655,0.14835923,0.068058828,0.24531399,2.1798676,8.9561081,0.00076791325
7.719,40.119517,757.8496,248.67875,0,0.57917296,0.024914617,0.14828041,0.068038629,0.24519565,2.1793562,8.9562616,0.00076767218
7.72,39.877972,757.44029,248.54496,0,0.57902476,0.024846598,0.14820165,0.06801844,0.24507739,2.1788451,8.9564151,0.00076743124
7.721,39.6366,757.03127,248.41127,0,0.57887664,0.0247786,0.14812294,0.067998261,0.2449592,2.1783342,8.9565685,0.00076719041
7.722,39.395399,756.62252,248.27767,0,0.57872859,0.024710622,0.14804428,0.06797809,0.24484109,2.1778235,8.9567219,0.00076694969
7.723,39.15437,756.21406,248.14417,0,0.57858063,0.024642664,0.14796568,0.067957928,0.24472305,2.1773129,8.9568753,0.00076670909
7.724,38.913512,755.80588,248.01076,0,0.57843274,0.024574726,0.14788713,0.067937775,0.2446051,2.1768026,8.9570286,0.0007664686
7.725,38.672826,755.39798,247.87745,0,0.57828493,0.024506808,0.14780863,0.067917632,0.24448722,2.1762925,8.9571818,0.00076622823
7.726,38.43231,754.99036,247.74423,0,0.5781372,0.024438911,0.14773019,0.067897497,0.24436941,2.1757825,8.957335,0.00076598797
7.727,38.191966,754.58302,247.61111,0,0.57798955,0.024371034,0.1476518,0.067877372,0.24425168,2.1752728,8.9574882,0.00076574783
7.728,37.951792,754.17596,247.47808,0,0.57784197,0.024303176,0.14757347,0.067857256,0.24413403,2.1747633,8.9576413,0.0007655078
7.729,37.711789,753.76918,247.34515,0,0.57769448,0.024235339,0.14749519,0.067837148,0.24401646,2.1742539,8.9577943,0.00076526789
7.73,37.471957,753.36268,247.21231,0,0.57754706,0.024167522,0.14741696,0.06781705,0.24389896,2.1737448,8.9579473,0.00076502809
7.731,37.232295,752.95647,247.07956,0,0.57739972,0.024099725,0.14733878,0.067796961,0.24378154,2.1732358,8.9581003,0.00076478841
7.732,36.992803,752.55053,246.94692,0,0.57725246,0.024031948,0.14726066,0.067776881,0.2436642,2.1727271,8.9582532,0.00076454884
7.733,36.753481,752.14487,246.81436,0,0.57710528,0.023964191,0.1471826,0.06775681,0.24354693,2.1722185,8.958406,0.00076430938
7.734,36.51433,751.73949,246.6819,0,0.57695818,0.023896455,0.14710458,0.067736748,0.24342974,2.1717101,8.9585589,0.00076407004
7.735,36.275348,751.33439,246.54954,0,0.57681115,0.023828738,0.14702662,0.067716695,0.24331263,2.171202,8.9587116,0.00076383082
