Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
4.6,3875.1702,3643.1365,2334.7996,0,2.2971981,0.43518565,1.5681513,0.25514062,1.7769955,6.1462236,7.9769016,0.0032323631
4.601,3874.94,3642.8285,2334.675,0,2.29563,0.43493052,1.5680579,0.25512991,1.776903,6.1461155,7.977548,0.0032319655
4.602,3874.7097,3642.5204,2334.5503,0,2.294062,0.4346754,1.5679645,0.2551192,1.7768105,6.1460073,7.9781943,0.003231568
4.603,3874.4794,3642.2123,2334.4257,0,2.2924942,0.43442029,1.567871,0.25510849,1.776718,6.1458991,7.9788406,0.0032311705
4.604,3874.2491,3641.9043,2334.3011,0,2.2909264,0.4341652,1.5677776,0.25509778,1.7766254,6.1457908,7.9794867,0.0032307732
4.605,3874.0188,3641.5962,2334.1764,0,2.2893587,0.43391011,1.5676842,0.25508707,1.7765329,6.1456826,7.9801328,0.0032303759
4.606,3873.7884,3641.2882,2334.0517,0,2.2877911,0.43365503,1.5675907,0.25507636,1.7764404,6.1455743,7.9807788,0.0032299787
4.607,3873.5581,3640.9801,2333.9271,0,2.2862236,0.43339997,1.5674973,0.25506565,1.7763479,6.145466,7.9814247,0.0032295817
4.608,3873.3277,3640.6721,2333.8024,0,2.2846562,0.43314491,1.5674038,0.25505494,1.7762553,6.1453576,7.9820706,0.0032291847
4.609,3873.0973,3640.364,2333.6777,0,2.2830889,0.43288987,1.5673103,0.25504422,1.7761628,6.1452492,7.9827163,0.0032287878
4.61,3872.8669,3640.056,2333.553,0,2.2815217,0.43263483,1.5672168,0.25503351,1.7760702,6.1451408,7.983362,0.003228391
4.611,3872.6365,3639.7479,2333.4283,0,2.2799546,0.43237981,1.5671234,0.2550228,1.7759777,6.1450324,7.9840076,0.0032279943
4.612,3872.4061,3639.4398,2333.3036,0,2.2783875,0.4321248,1.5670299,0.25501209,1.7758851,6.1449239,7.9846531,0.0032275977
4.613,3872.1757,3639.1318,2333.1789,0,2.2768206,0.4318698,1.5669364,0.25500138,1.7757925,6.1448154,7.9852986,0.0032272012
4.614,3871.9452,3638.8237,2333.0542,0,2.2752537,0.43161481,1.5668429,0.25499067,1.7757,6.1447069,7.9859439,0.0032268048
4.615,3871.7148,3638.5157,2332.9295,0,2.273687,0.43135983,1.5667494,0.25497995,1.7756074,6.1445983,7.9865892,0.0032264085
4.616,3871.4843,3638.2076,2332.8047,0,2.2721203,0.43110486,1.5666559,0.25496924,1.7755148,6.1444897,7.9872344,0.0032260123
4.617,3871.2538,3637.8996,2332.68,0,2.2705538,0.4308499,1.5665624,0.25495853,1.7754222,6.1443811,7.9878795,0.0032256162
4.618,3871.0233,3637.5915,2332.5553,0,2.2689873,0.43059495,1.5664689,0.25494782,1.7753296,6.1442725,7.9885246,0.0032252202
4.619,3870.7928,3637.2835,2332.4305,0,2.2674209,0.43034001,1.5663753,0.2549371,1.775237,6.1441638,7.9891695,0.0032248242
4.62,3870.5623,3636.9754,2332.3057,0,2.2658547,0.43008509,1.5662818,0.25492639,1.7751444,6.1440551,7.9898144,0.0032244284
4.621,3870.3317,3636.6673,2332.181,0,2.2642885,0.42983017,1.5661883,0.25491568,1.7750518,6.1439464,7.9904592,0.0032240326
4.622,3870.1012,3636.3593,2332.0562,0,2.2627224,0.42957527,1.5660947,0.25490497,1.7749592,6.1438376,7.991104,0.003223637
4.623,3869.8706,3636.0512,2331.9314,0,2.2611564,0.42932037,1.5660012,0.25489425,1.7748666,6.1437288,7.9917486,0.0032232414
4.624,3869.64,3635.7432,2331.8066,0,2.2595905,0.42906549,1.5659076,0.25488354,1.7747739,6.14362,7.9923932,0.003222846
4.625,3869.4094,3635.4351,2331.6818,0,2.2580246,0.42881062,1.5658141,0.25487283,1.7746813,6.1435112,7.9930377,0.0032224506
4.626,3869.1788,3635.1271,2331.557,0,2.2564589,0.42855575,1.5657205,0.25486211,1.7745887,6.1434023,7.9936821,0.0032220553
4.627,3868.9481,3634.819,2331.4322,0,2.2548933,0.4283009,1.5656269,0.2548514,1.774496,6.1432934,7.9943264,0.0032216602
4.628,3868.7175,3634.511,2331.3074,0,2.2533278,0.42804606,1.5655334,0.25484069,1.7744034,6.1431845,7.9949707,0.0032212651
4.629,3868.4868,3634.2029,2331.1825,0,2.2517623,0.42779123,1.5654398,0.25482997,1.7743107,6.1430755,7.9956148,0.0032208701
4.63,3868.2562,3633.8948,2331.0577,0,2.250197,0.42753641,1.5653462,0.25481926,1.7742181,6.1429665,7.9962589,0.0032204752
4.631,3868.0255,3633.5868,2330.9328,0,2.2486317,0.4272816,1.5652526,0.25480855,1.7741254,6.1428575,7.9969029,0.0032200804
4.632,3867.7948,3633.2787,2330.808,0,2.2470666,0.42702681,1.565159,0.25479783,1.7740327,6.1427485,7.9975469,0.0032196857
4.633,3867.5641,3632.9707,2330.6831,0,2.2455015,0.42677202,1.5650654,0.25478712,1.77394,6.1426394,7.9981907,0.0032192911
4.634,3867.3333,3632.6626,2330.5583,0,2.2439365,0.42651724,1.5649718,0.2547764,1.7738474,6.1425303,7.9988345,0.0032188966
4.635,3867.1026,3632.3546,2330.4334,0,2.2423717,0.42626248,1.5648782,0.25476569,1.7737547,6.1424212,7.9994782,0.0032185021
4.636,3866.8718,3632.0465,2330.3085,0,2.2408069,0.42600772,1.5647845,0.25475497,1.773662,6.142312,8.0001218,0.0032181078
4.637,3866.6411,3631.7384,2330.1836,0,2.2392422,0.42575298,1.5646909,0.25474426,1.7735693,6.1422028,8.0007654,0.0032177136
4.638,3866.4103,3631.4304,2330.0587,0,2.2376776,0.42549824,1.5645973,0.25473355,1.7734766,6.1420936,8.0014088,0.0032173194
4.639,3866.1795,3631.1223,2329.9338,0,2.2361131,0.42524352,1.5645036,0.25472283,1.7733839,6.1419843,8.0020522,0.0032169254
4.64,3865.9487,3630.8143,2329.8089,0,2.2345487,0.42498881,1.56441,0.25471212,1.7732912,6.1418751,8.0026955,0.0032165314
4.641,3865.7178,3630.5062,2329.684,0,2.2329843,0.42473411,1.5643163,0.2547014,1.7731984,6.1417658,8.0033388,0.0032161375
4.642,3865.487,3630.1982,2329.559,0,2.2314201,0.42447942,1.5642227,0.25469069,1.7731057,6.1416564,8.0039819,0.0032157438
4.643,3865.2561,3629.8901,2329.4341,0,2.229856,0.42422474,1.564129,0.25467997,1.773013,6.1415471,8.004625,0.0032153501
4.644,3865.0253,3629.5821,2329.3092,0,2.228292,0.42397007,1.5640354,0.25466926,1.7729202,6.1414377,8.005268,0.0032149565
4.645,3864.7944,3629.274,2329.1842,0,2.226728,0.42371541,1.5639417,0.25465854,1.7728275,6.1413282,8.0059109,0.003214563
4.646,3864.5635,3628.9659,2329.0592,0,2.2251642,0.42346076,1.563848,0.25464782,1.7727348,6.1412188,8.0065537,0.0032141696
4.647,3864.3326,3628.6579,2328.9343,0,2.2236004,0.42320612,1.5637543,0.25463711,1.772642,6.1411093,8.0071965,0.0032137763
4.648,3864.1017,3628.3498,2328.8093,0,2.2220368,0.4229515,1.5636606,0.25462639,1.7725492,6.1409998,8.0078392,0.0032133831
4.649,3863.8707,3628.0418,2328.6843,0,2.2204732,0.42269688,1.5635669,0.25461568,1.7724565,6.1408903,8.0084817,0.00321299
4.65,3863.6398,3627.7337,2328.5593,0,2.2189097,0.42244228,1.5634732,0.25460496,1.7723637,6.1407807,8.0091243,0.003212597
4.651,3863.4088,3627.4257,2328.4343,0,2.2173463,0.42218768,1.5633795,0.25459425,1.7722709,6.1406711,8.0097667,0.003212204
4.652,3863.1778,3627.1176,2328.3093,0,2.2157831,0.4219331,1.5632858,0.25458353,1.7721781,6.1405615,8.0104091,0.0032118112
4.653,3862.9468,3626.8096,2328.1843,0,2.2142199,0.42167853,1.5631921,0.25457281,1.7720854,6.1404518,8.0110514,0.0032114185
4.654,3862.7158,3626.5015,2328.0593,0,2.2126568,0.42142397,1.5630984,0.2545621,1.7719926,6.1403422,8.0116936,0.0032110258
4.655,3862.4848,3626.1934,2327.9343,0,2.2110938,0.42116941,1.5630046,0.25455138,1.7718998,6.1402324,8.0123357,0.0032106333
4.656,3862.2537,3625.8854,2327.8092,0,2.2095308,0.42091487,1.5629109,0.25454066,1.771807,6.1401227,8.0129777,0.0032102408
4.657,3862.0227,3625.5773,2327.6842,0,2.207968,0.42066034,1.5628172,0.25452995,1.7717142,6.1400129,8.0136197,0.0032098484
4.658,3861.7916,3625.2693,2327.5592,0,2.2064053,0.42040582,1.5627234,0.25451923,1.7716213,6.1399031,8.0142616,0.0032094561
4.659,3861.5605,3624.9612,2327.4341,0,2.2048427,0.42015132,1.5626297,0.25450851,1.7715285,6.1397933,8.0149034,0.0032090639
4.66,3861.3295,3624.6532,2327.309,0,2.2032801,0.41989682,1.5625359,0.25449779,1.7714357,6.1396835,8.0155451,0.0032086719
4.661,3861.0983,3624.3451,2327.184,0,2.2017177,0.41964233,1.5624421,0.25448708,1.7713429,6.1395736,8.0161868,0.0032082798
4.662,3860.8672,3624.0371,2327.0589,0,2.2001553,0.41938785,1.5623484,0.25447636,1.77125,6.1394637,8.0168284,0.0032078879
4.663,3860.6361,3623.729,2326.9338,0,2.1985931,0.41913339,1.5622546,0.25446564,1.7711572,6.1393537,8.0174699,0.0032074961
4.664,3860.4049,3623.4209,2326.8087,0,2.1970309,0.41887893,1.5621608,0.25445492,1.7710643,6.1392438,8.0181113,0.0032071044
4.665,3860.1738,3623.1129,2326.6836,0,2.1954689,0.41862449,1.562067,0.25444421,1.7709715,6.1391338,8.0187526,0.0032067128
4.666,3859.9426,3622.8048,2326.5585,0,2.1939069,0.41837006,1.5619732,0.25443349,1.7708786,6.1390237,8.0193939,0.0032063212
4.667,3859.7114,3622.4968,2326.4334,0,2.192345,0.41811563,1.5618794,0.25442277,1.7707858,6.1389137,8.0200351,0.0032059298
4.668,3859.4802,3622.1887,2326.3082,0,2.1907832,0.41786122,1.5617856,0.25441205,1.7706929,6.1388036,8.0206762,0.0032055384
4.669,3859.249,3621.8807,2326.1831,0,2.1892215,0.41760682,1.5616918,0.25440133,1.7706,6.1386935,8.0213172,0.0032051472
4.67,3859.0177,3621.5726,2326.058,0,2.1876599,0.41735243,1.561598,0.25439062,1.7705071,6.1385833,8.0219582,0.003204756
4.671,3858.7865,3621.2646,2325.9328,0,2.1860984,0.41709805,1.5615042,0.2543799,1.7704142,6.1384732,8.0225991,0.0032043649
4.672,3858.5552,3620.9565,2325.8077,0,2.184537,0.41684368,1.5614103,0.25436918,1.7703214,6.138363,8.0232398,0.0032039739
4.673,3858.3239,3620.6484,2325.6825,0,2.1829757,0.41658932,1.5613165,0.25435846,1.7702285,6.1382527,8.0238806,0.003203583
4.674,3858.0927,3620.3404,2325.5573,0,2.1814145,0.41633497,1.5612227,0.25434774,1.7701356,6.1381425,8.0245212,0.0032031922
4.675,3857.8614,3620.0323,2325.4322,0,2.1798534,0.41608064,1.5611288,0.25433702,1.7700426,6.1380322,8.0251618,0.0032028015
4.676,3857.63,3619.7243,2325.307,0,2.1782923,0.41582631,1.561035,0.2543263,1.7699497,6.1379219,8.0258022,0.0032024109
4.677,3857.3987,3619.4162,2325.1818,0,2.1767314,0.41557199,1.5609411,0.25431558,1.7698568,6.1378115,8.0264426,0.0032020204
4.678,3857.1674,3619.1082,2325.0566,0,2.1751705,0.41531769,1.5608473,0.25430486,1.7697639,6.1377012,8.027083,0.00320163
4.679,3856.936,3618.8001,2324.9314,0,2.1736098,0.4150634,1.5607534,0.25429414,1.769671,6.1375908,8.0277232,0.0032012396
4.68,3856.7046,3618.4921,2324.8062,0,2.1720491,0.41480911,1.5606595,0.25428343,1.769578,6.1374803,8.0283634,0.0032008494
4.681,3856.4732,3618.184,2324.6809,0,2.1704886,0.41455484,1.5605656,0.25427271,1.7694851,6.1373699,8.0290035,0.0032004592
4.682,3856.2418,3617.8759,2324.5557,0,2.1689281,0.41430058,1.5604718,0.25426199,1.7693921,6.1372594,8.0296435,0.0032000691
4.683,3856.0104,3617.5679,2324.4305,0,2.1673677,0.41404633,1.5603779,0.25425127,1.7692992,6.1371489,8.0302834,0.0031996792
4.684,3855.779,3617.2598,2324.3052,0,2.1658074,0.41379209,1.560284,0.25424055,1.7692062,6.1370383,8.0309233,0.0031992893
4.685,3855.5475,3616.9518,2324.18,0,2.1642472,0.41353786,1.5601901,0.25422982,1.7691133,6.1369278,8.0315631,0.0031988995
4.686,3855.3161,3616.6437,2324.0547,0,2.1626871,0.41328364,1.5600962,0.2542191,1.7690203,6.1368172,8.0322028,0.0031985098
4.687,3855.0846,3616.3357,2323.9295,0,2.1611271,0.41302943,1.5600022,0.25420838,1.7689273,6.1367065,8.0328424,0.0031981202
4.688,3854.8531,3616.0276,2323.8042,0,2.1595672,0.41277523,1.5599083,0.25419766,1.7688343,6.1365959,8.0334819,0.0031977307
4.689,3854.6216,3615.7196,2323.6789,0,2.1580074,0.41252104,1.5598144,0.25418694,1.7687413,6.1364852,8.0341214,0.0031973412
4.69,3854.3901,3615.4115,2323.5536,0,2.1564477,0.41226687,1.5597205,0.25417622,1.7686484,6.1363745,8.0347608,0.0031969519
4.691,3854.1586,3615.1034,2323.4283,0,2.1548881,0.4120127,1.5596265,0.2541655,1.7685554,6.1362637,8.0354001,0.0031965627
4.692,3853.927,3614.7954,2323.303,0,2.1533285,0.41175855,1.5595326,0.25415478,1.7684624,6.1361529,8.0360393,0.0031961735
4.693,3853.6955,3614.4873,2323.1777,0,2.1517691,0.4115044,1.5594386,0.25414406,1.7683693,6.1360421,8.0366785,0.0031957844
4.694,3853.4639,3614.1793,2323.0524,0,2.1502097,0.41125027,1.5593447,0.25413334,1.7682763,6.1359313,8.0373176,0.0031953955
4.695,3853.2323,3613.8712,2322.927,0,2.1486505,0.41099615,1.5592507,0.25412261,1.7681833,6.1358204,8.0379566,0.0031950066
4.696,3853.0007,3613.5632,2322.8017,0,2.1470913,0.41074204,1.5591568,0.25411189,1.7680903,6.1357095,8.0385955,0.0031946178
4.697,3852.7691,3613.2551,2322.6764,0,2.1455323,0.41048793,1.5590628,0.25410117,1.7679973,6.1355986,8.0392344,0.0031942291
4.698,3852.5374,3612.9471,2322.551,0,2.1439733,0.41023384,1.5589688,0.25409045,1.7679042,6.1354877,8.0398731,0.0031938405
4.699,3852.3058,3612.639,2322.4257,0,2.1424144,0.40997976,1.5588748,0.25407973,1.7678112,6.1353767,8.0405118,0.003193452
4.7,3852.0741,3612.3309,2322.3003,0,2.1408557,0.4097257,1.5587808,0.254069,1.7677181,6.1352657,8.0411504,0.0031930636
4.701,3851.8425,3612.0229,2322.1749,0,2.139297,0.40947164,1.5586869,0.25405828,1.7676251,6.1351547,8.041789,0.0031926752
4.702,3851.6108,3611.7148,2322.0495,0,2.1377384,0.40921759,1.5585929,0.25404756,1.767532,6.1350436,8.0424274,0.003192287
4.703,3851.3791,3611.4068,2321.9242,0,2.1361799,0.40896355,1.5584988,0.25403684,1.767439,6.1349325,8.0430658,0.0031918988
4.704,3851.1474,3611.0987,2321.7988,0,2.1346215,0.40870953,1.5584048,0.25402611,1.7673459,6.1348214,8.0437041,0.0031915108
4.705,3850.9156,3610.7907,2321.6734,0,2.1330632,0.40845551,1.5583108,0.25401539,1.7672528,6.1347102,8.0443423,0.0031911228
4.706,3850.6839,3610.4826,2321.548,0,2.1315049,0.40820151,1.5582168,0.25400467,1.7671597,6.1345991,8.0449805,0.0031907349
4.707,3850.4521,3610.1746,2321.4225,0,2.1299468,0.40794751,1.5581228,0.25399394,1.7670666,6.1344879,8.0456185,0.0031903472
4.708,3850.2204,3609.8665,2321.2971,0,2.1283888,0.40769353,1.5580287,0.25398322,1.7669736,6.1343766,8.0462565,0.0031899595
4.709,3849.9886,3609.5584,2321.1717,0,2.1268309,0.40743956,1.5579347,0.2539725,1.7668805,6.1342654,8.0468944,0.0031895718
4.71,3849.7568,3609.2504,2321.0462,0,2.125273,0.4071856,1.5578407,0.25396177,1.7667874,6.1341541,8.0475323,0.0031891843
4.711,3849.525,3608.9423,2320.9208,0,2.1237153,0.40693164,1.5577466,0.25395105,1.7666942,6.1340427,8.04817,0.0031887969
4.712,3849.2932,3608.6343,2320.7953,0,2.1221576,0.4066777,1.5576525,0.25394033,1.7666011,6.1339314,8.0488077,0.0031884096
4.713,3849.0613,3608.3262,2320.6699,0,2.1206001,0.40642377,1.5575585,0.2539296,1.766508,6.13382,8.0494453,0.0031880223
4.714,3848.8295,3608.0182,2320.5444,0,2.1190426,0.40616986,1.5574644,0.25391888,1.7664149,6.1337086,8.0500829,0.0031876352
4.715,3848.5976,3607.7101,2320.4189,0,2.1174852,0.40591595,1.5573703,0.25390815,1.7663218,6.1335972,8.0507203,0.0031872481
4.716,3848.3657,3607.4021,2320.2934,0,2.1159279,0.40566205,1.5572763,0.25389743,1.7662286,6.1334857,8.0513577,0.0031868611
4.717,3848.1338,3607.094,2320.1679,0,2.1143708,0.40540816,1.5571822,0.25388671,1.7661355,6.1333742,8.051995,0.0031864742
4.718,3847.9019,3606.7859,2320.0424,0,2.1128137,0.40515429,1.5570881,0.25387598,1.7660423,6.1332627,8.0526322,0.0031860875
4.719,3847.67,3606.4779,2319.9169,0,2.1112567,0.40490042,1.556994,0.25386526,1.7659492,6.1331511,8.0532693,0.0031857007
4.72,3847.438,3606.1698,2319.7914,0,2.1096998,0.40464657,1.5568999,0.25385453,1.765856,6.1330396,8.0539064,0.0031853141
4.721,3847.2061,3605.8618,2319.6659,0,2.108143,0.40439272,1.5568058,0.25384381,1.7657629,6.132928,8.0545434,0.0031849276
4.722,3846.9741,3605.5537,2319.5404,0,2.1065863,0.40413889,1.5567117,0.25383308,1.7656697,6.1328163,8.0551803,0.0031845412
4.723,3846.7421,3605.2457,2319.4148,0,2.1050296,0.40388507,1.5566175,0.25382236,1.7655765,6.1327047,8.0558171,0.0031841548
4.724,3846.5101,3604.9376,2319.2893,0,2.1034731,0.40363126,1.5565234,0.25381163,1.7654833,6.132593,8.0564539,0.0031837686
4.725,3846.2781,3604.6296,2319.1637,0,2.1019167,0.40337746,1.5564293,0.2538009,1.7653901,6.1324812,8.0570906,0.0031833824
4.726,3846.0461,3604.3215,2319.0382,0,2.1003604,0.40312367,1.5563351,0.25379018,1.765297,6.1323695,8.0577271,0.0031829963
4.727,3845.8141,3604.0134,2318.9126,0,2.0988041,0.40286989,1.556241,0.25377945,1.7652038,6.1322577,8.0583637,0.0031826104
4.728,3845.582,3603.7054,2318.787,0,2.097248,0.40261612,1.5561469,0.25376873,1.7651106,6.1321459,8.0590001,0.0031822245
4.729,3845.3499,3603.3973,2318.6614,0,2.0956919,0.40236236,1.5560527,0.253758,1.7650173,6.1320341,8.0596365,0.0031818387
4.73,3845.1179,3603.0893,2318.5358,0,2.094136,0.40210861,1.5559585,0.25374727,1.7649241,6.1319222,8.0602728,0.0031814529
4.731,3844.8858,3602.7812,2318.4102,0,2.0925801,0.40185488,1.5558644,0.25373655,1.7648309,6.1318103,8.060909,0.0031810673
4.732,3844.6537,3602.4732,2318.2846,0,2.0910243,0.40160115,1.5557702,0.25372582,1.7647377,6.1316984,8.0615451,0.0031806818
4.733,3844.4215,3602.1651,2318.159,0,2.0894686,0.40134743,1.555676,0.25371509,1.7646445,6.1315864,8.0621812,0.0031802963
4.734,3844.1894,3601.8571,2318.0334,0,2.0879131,0.40109373,1.5555818,0.25370437,1.7645512,6.1314744,8.0628172,0.003179911
4.735,3843.9573,3601.549,2317.9078,0,2.0863576,0.40084004,1.5554877,0.25369364,1.764458,6.1313624,8.0634531,0.0031795257
4.736,3843.7251,3601.2409,2317.7821,0,2.0848022,0.40058635,1.5553935,0.25368291,1.7643647,6.1312504,8.0640889,0.0031791405
4.737,3843.4929,3600.9329,2317.6565,0,2.0832469,0.40033268,1.5552993,0.25367218,1.7642715,6.1311383,8.0647247,0.0031787554
4.738,3843.2607,3600.6248,2317.5308,0,2.0816917,0.40007902,1.555205,0.25366146,1.7641782,6.1310262,8.0653603,0.0031783704
4.739,3843.0285,3600.3168,2317.4052,0,2.0801366,0.39982537,1.5551108,0.25365073,1.764085,6.1309141,8.0659959,0.0031779855
4.74,3842.7963,3600.0087,2317.2795,0,2.0785816,0.39957173,1.5550166,0.25364,1.7639917,6.130802,8.0666314,0.0031776007
4.741,3842.564,3599.7007,2317.1538,0,2.0770266,0.3993181,1.5549224,0.25362927,1.7638984,6.1306898,8.0672669,0.003177216
4.742,3842.3318,3599.3926,2317.0282,0,2.0754718,0.39906448,1.5548282,0.25361855,1.7638051,6.1305776,8.0679023,0.0031768313
4.743,3842.0995,3599.0845,2316.9025,0,2.0739171,0.39881087,1.5547339,0.25360782,1.7637118,6.1304653,8.0685375,0.0031764468
4.744,3841.8673,3598.7765,2316.7768,0,2.0723624,0.39855728,1.5546397,0.25359709,1.7636186,6.1303531,8.0691728,0.0031760623
4.745,3841.635,3598.4684,2316.6511,0,2.0708079,0.39830369,1.5545454,0.25358636,1.7635253,6.1302408,8.0698079,0.0031756779
4.746,3841.4027,3598.1604,2316.5254,0,2.0692534,0.39805011,1.5544512,0.25357563,1.763432,6.1301284,8.0704429,0.0031752936
4.747,3841.1703,3597.8523,2316.3996,0,2.0676991,0.39779655,1.5543569,0.2535649,1.7633386,6.1300161,8.0710779,0.0031749094
4.748,3840.938,3597.5443,2316.2739,0,2.0661448,0.397543,1.5542627,0.25355417,1.7632453,6.1299037,8.0717128,0.0031745253
4.749,3840.7057,3597.2362,2316.1482,0,2.0645906,0.39728945,1.5541684,0.25354345,1.763152,6.1297913,8.0723477,0.0031741413
4.75,3840.4733,3596.9282,2316.0224,0,2.0630366,0.39703592,1.5540741,0.25353272,1.7630587,6.1296788,8.0729824,0.0031737574
4.751,3840.2409,3596.6201,2315.8967,0,2.0614826,0.3967824,1.5539798,0.25352199,1.7629654,6.1295664,8.0736171,0.0031733735
4.752,3840.0085,3596.312,2315.7709,0,2.0599287,0.39652889,1.5538856,0.25351126,1.762872,6.1294539,8.0742517,0.0031729898
4.753,3839.7761,3596.004,2315.6452,0,2.0583749,0.39627539,1.5537913,0.25350053,1.7627787,6.1293414,8.0748862,0.0031726061
4.754,3839.5437,3595.6959,2315.5194,0,2.0568212,0.3960219,1.553697,0.2534898,1.7626853,6.1292288,8.0755207,0.0031722225
4.755,3839.3113,3595.3879,2315.3936,0,2.0552676,0.39576842,1.5536027,0.25347907,1.762592,6.1291162,8.076155,0.0031718391
4.756,3839.0788,3595.0798,2315.2678,0,2.0537141,0.39551495,1.5535084,0.25346834,1.7624986,6.1290036,8.0767893,0.0031714557
4.757,3838.8464,3594.7718,2315.142,0,2.0521607,0.39526149,1.553414,0.25345761,1.7624053,6.128891,8.0774235,0.0031710723
4.758,3838.6139,3594.4637,2315.0162,0,2.0506074,0.39500804,1.5533197,0.25344688,1.7623119,6.1287783,8.0780577,0.0031706891
4.759,3838.3814,3594.1557,2314.8904,0,2.0490541,0.39475461,1.5532254,0.25343615,1.7622185,6.1286656,8.0786917,0.003170306
4.76,3838.1489,3593.8476,2314.7646,0,2.047501,0.39450118,1.5531311,0.25342542,1.7621251,6.1285529,8.0793257,0.0031699229
4.761,3837.9164,3593.5395,2314.6388,0,2.045948,0.39424777,1.5530367,0.25341468,1.7620317,6.1284401,8.0799596,0.00316954
4.762,3837.6838,3593.2315,2314.5129,0,2.044395,0.39399436,1.5529424,0.25340395,1.7619384,6.1283273,8.0805934,0.0031691571
4.763,3837.4513,3592.9234,2314.3871,0,2.0428422,0.39374097,1.552848,0.25339322,1.761845,6.1282145,8.0812272,0.0031687743
4.764,3837.2187,3592.6154,2314.2612,0,2.0412894,0.39348759,1.5527537,0.25338249,1.7617515,6.1281017,8.0818609,0.0031683916
4.765,3836.9862,3592.3073,2314.1354,0,2.0397368,0.39323422,1.5526593,0.25337176,1.7616581,6.1279888,8.0824945,0.003168009
4.766,3836.7536,3591.9993,2314.0095,0,2.0381842,0.39298085,1.5525649,0.25336103,1.7615647,6.1278759,8.083128,0.0031676265
4.767,3836.521,3591.6912,2313.8837,0,2.0366317,0.3927275,1.5524706,0.2533503,1.7614713,6.127763,8.0837615,0.0031672441
4.768,3836.2883,3591.3832,2313.7578,0,2.0350794,0.39247416,1.5523762,0.25333956,1.7613779,6.12765,8.0843948,0.0031668617
4.769,3836.0557,3591.0751,2313.6319,0,2.0335271,0.39222084,1.5522818,0.25332883,1.7612844,6.127537,8.0850281,0.0031664795
4.77,3835.8231,3590.767,2313.506,0,2.0319749,0.39196752,1.5521874,0.2533181,1.761191,6.127424,8.0856613,0.0031660973
4.771,3835.5904,3590.459,2313.3801,0,2.0304228,0.39171421,1.552093,0.25330737,1.7610976,6.127311,8.0862945,0.0031657152
4.772,3835.3577,3590.1509,2313.2542,0,2.0288708,0.39146091,1.5519986,0.25329664,1.7610041,6.1271979,8.0869276,0.0031653333
4.773,3835.125,3589.8429,2313.1283,0,2.0273189,0.39120763,1.5519042,0.2532859,1.7609107,6.1270848,8.0875605,0.0031649514
4.774,3834.8923,3589.5348,2313.0023,0,2.0257671,0.39095435,1.5518098,0.25327517,1.7608172,6.1269717,8.0881935,0.0031645695
4.775,3834.6596,3589.2268,2312.8764,0,2.0242154,0.39070109,1.5517154,0.25326444,1.7607237,6.1268585,8.0888263,0.0031641878
4.776,3834.4269,3588.9187,2312.7505,0,2.0226638,0.39044783,1.551621,0.2532537,1.7606303,6.1267454,8.0894591,0.0031638062
4.777,3834.1941,3588.6107,2312.6245,0,2.0211122,0.39019459,1.5515265,0.25324297,1.7605368,6.1266321,8.0900917,0.0031634246
4.778,3833.9614,3588.3026,2312.4986,0,2.0195608,0.38994136,1.5514321,0.25323224,1.7604433,6.1265189,8.0907244,0.0031630432
4.779,3833.7286,3587.9945,2312.3726,0,2.0180095,0.38968814,1.5513376,0.2532215,1.7603498,6.1264056,8.0913569,0.0031626618
4.78,3833.4958,3587.6865,2312.2466,0,2.0164582,0.38943493,1.5512432,0.25321077,1.7602563,6.1262923,8.0919893,0.0031622805
4.781,3833.263,3587.3784,2312.1207,0,2.0149071,0.38918173,1.5511487,0.25320004,1.7601628,6.126179,8.0926217,0.0031618993
4.782,3833.0302,3587.0704,2311.9947,0,2.013356,0.38892854,1.5510543,0.2531893,1.7600693,6.1260657,8.093254,0.0031615182
4.783,3832.7974,3586.7623,2311.8687,0,2.011805,0.38867536,1.5509598,0.25317857,1.7599758,6.1259523,8.0938863,0.0031611372
4.784,3832.5645,3586.4543,2311.7427,0,2.0102542,0.38842219,1.5508653,0.25316783,1.7598823,6.1258389,8.0945184,0.0031607562
4.785,3832.3317,3586.1462,2311.6167,0,2.0087034,0.38816903,1.5507709,0.2531571,1.7597888,6.1257254,8.0951505,0.0031603754
4.786,3832.0988,3585.8382,2311.4907,0,2.0071527,0.38791589,1.5506764,0.25314636,1.7596953,6.1256119,8.0957825,0.0031599946
4.787,3831.8659,3585.5301,2311.3646,0,2.0056022,0.38766275,1.5505819,0.25313563,1.7596017,6.1254984,8.0964144,0.0031596139
4.788,3831.633,3585.222,2311.2386,0,2.0040517,0.38740963,1.5504874,0.25312489,1.7595082,6.1253849,8.0970462,0.0031592333
4.789,3831.4001,3584.914,2311.1126,0,2.0025013,0.38715651,1.5503929,0.25311416,1.7594147,6.1252714,8.097678,0.0031588528
4.79,3831.1672,3584.6059,2310.9865,0,2.000951,0.38690341,1.5502984,0.25310342,1.7593211,6.1251578,8.0983097,0.0031584724
